PADStatus,NVCClass,ManageName,nCellSum
2,Polar & High Montane Scrub, Grassland & Barrens,Non-Governmental Organization,35307
2,Polar & High Montane Scrub, Grassland & Barrens,Private,351
2,Recently Disturbed or Modified,Bureau of Reclamation,7
2,Recently Disturbed or Modified,Joint,163468
2,Recently Disturbed or Modified,Private,62766
2,Shrub & Herb Vegetation,Bureau of Land Management,4638601
2,Shrub & Herb Vegetation,Joint,575009
2,Shrub & Herb Vegetation,State Department of Natural Resources,1579987
2,Shrub & Herb Vegetation,State Land Board,33709
3,Agricultural & Developed Vegetation,Agricultural Research Service,15298
3,Agricultural & Developed Vegetation,Bureau of Reclamation,431464
3,Agricultural & Developed Vegetation,Non-Governmental Organization,445054
3,Agricultural & Developed Vegetation,Private,621414
3,Agricultural & Developed Vegetation,Unknown,625845
3,Desert & Semi-Desert,Army Corps of Engineers,1011
3,Desert & Semi-Desert,City Land,6887963
3,Desert & Semi-Desert,National Park Service,9388066
3,Desert & Semi-Desert,Regional Water Districts,736
3,Desert & Semi-Desert,U.S. Fish & Wildlife Service,99050
3,Developed & Other Human Use,Non-Governmental Organization,85571
3,Developed & Other Human Use,Unknown,816819
3,Forest & Woodland,County Land,11868576
3,Forest & Woodland,Other or Unknown State Land,36592832
3,Forest & Woodland,State Department of Land,5285706
3,Introduced & Semi Natural Vegetation,Army Corps of Engineers,418
3,Introduced & Semi Natural Vegetation,Other or Unknown Federal Land,1
3,Nonvascular & Sparse Vascular Rock Vegetation,Department of Defense,349
3,Nonvascular & Sparse Vascular Rock Vegetation,State Park and Recreation,38330
3,Nonvascular & Sparse Vascular Rock Vegetation,Tennessee Valley Authority,27329
3,Open Rock Vegetation,Army Corps of Engineers,1
3,Open Rock Vegetation,Joint,131
3,Open Rock Vegetation,Non-Governmental Organization,4048
3,Open Rock Vegetation,Private,957
3,Open Water,Bureau of Reclamation,2118206
3,Open Water,Joint,193052
3,Open Water,Other,846
3,Open Water,Other or Unknown Federal Land,609
3,Open Water,State Park and Recreation,1056667
3,Polar & High Montane Scrub, Grassland & Barrens,Joint,52
3,Polar & High Montane Scrub, Grassland & Barrens,State Park and Recreation,164
3,Recently Disturbed or Modified,Non-Governmental Organization,195165
3,Recently Disturbed or Modified,Other,204
3,Shrub & Herb Vegetation,Non-Governmental Organization,798019
3,Shrub & Herb Vegetation,Unknown,222822
4,Agricultural & Developed Vegetation,County Land,2014180
4,Agricultural & Developed Vegetation,Natural Resources Conservation Service,463052
4,Agricultural & Developed Vegetation,Regional Water Districts,810404
4,Agricultural & Developed Vegetation,State Department of Natural Resources,262062
4,Agricultural & Developed Vegetation,State Fish and Wildlife,57560
4,Desert & Semi-Desert,Bureau of Indian Affairs,104964477
4,Desert & Semi-Desert,Bureau of Land Management,525
4,Desert & Semi-Desert,Forest Service,121928
4,Desert & Semi-Desert,Private,6581178
4,Desert & Semi-Desert,State Land Board,20383234
4,Developed & Other Human Use,American Indian Lands,9663
4,Developed & Other Human Use,State Department of Land,505584
4,Developed & Other Human Use,State Fish and Wildlife,65791
4,Forest & Woodland,Bureau of Reclamation,2248
4,Forest & Woodland,Department of Defense,14955383
4,Forest & Woodland,Department of Energy,1312280
4,Forest & Woodland,Joint,4031965
4,Forest & Woodland,Other or Unknown Federal Land,11778
4,Forest & Woodland,State Park and Recreation,2082184
4,Introduced & Semi Natural Vegetation,Bureau of Indian Affairs,3089668
4,Introduced & Semi Natural Vegetation,Bureau of Land Management,23
4,Introduced & Semi Natural Vegetation,State Department of Land,49233
4,Introduced & Semi Natural Vegetation,State Land Board,143373
4,Nonvascular & Sparse Vascular Rock Vegetation,City Land,23023
4,Nonvascular & Sparse Vascular Rock Vegetation,Other,272
4,Nonvascular & Sparse Vascular Rock Vegetation,State Department of Land,49829
4,Open Rock Vegetation,Natural Resources Conservation Service,136
4,Open Rock Vegetation,Regional Water Districts,292
4,Open Water,City Land,228188
4,Open Water,County Land,133042
4,Open Water,National Oceanic and Atmospheric Administration,388
4,Open Water,National Park Service,917010
4,Open Water,Regional Water Districts,95968
4,Open Water,State Department of Land,19992
4,Recently Disturbed or Modified,American Indian Lands,1673
4,Recently Disturbed or Modified,County Land,157252
4,Recently Disturbed or Modified,National Oceanic and Atmospheric Administration,36
4,Recently Disturbed or Modified,Other or Unknown State Land,245265
4,Recently Disturbed or Modified,Regional Agency Land,2524
4,Shrub & Herb Vegetation,American Indian Lands,123849
4,Shrub & Herb Vegetation,State Fish and Wildlife,129827
